# This file was automatically generated:
#	Running: extract-unihan.exe -keyword kCangjie unihan.txt
#	When:              Sun Aug 26 02:35:38 2007
#	Program's author:  Hoc D. Ngo (trichlor@trichlor.org, hoc96@yahoo.com)
#
# Info on original database file:
#
#	@.Master database name: Unihan database
#	@.Unicode version: 5.0.0
#	@.Table version: 1.1
#	@.Date: 7 July 2006
#	@.Info:  http://www.unicode.org/charts/unihan.html
#	@.Download:  ftp://ftp.unicode.org/Public/UNIDATA/unihan.zip
#
# The first column is Unicode codepoint in hexadecimal digits (i.e., U+xxxx)
###############################################################################
U+3400	TM
U+490D	MWTLB
U+490E	MWNHB
U+490F	MWLYQ
U+4910	MWMUA
U+4911	MWTMC
U+4912	MWVII
U+4913	MWTBO
U+4914	ELMCW
U+4915	MWVID
U+4916	MWATE
U+4917	YQMCW
U+4918	MWOIM
U+4919	MWVOI
U+491A	BWG
U+491B	CVL
U+491C	CQU
U+491D	CHVL
U+491E	CIKU
U+491F	CBHN
U+4920	CYLM
U+4921	CGB
U+4922	CRKS
U+4923	CHFD
U+4924	CYVO
U+4925	CNMU
U+4926	COI
U+4927	CWR
U+4928	CHHV
U+4929	CJHP
U+492A	CHND
U+492B	CUON
U+492C	CEFH
U+492D	CKKB
U+492E	CYLH
U+492F	CMTH
U+4930	GOC
U+4931	CUHL
U+4932	CGLC
U+4933	CYOK
U+4934	CUNE
U+4935	CLMY
U+4936	CKLU
U+4937	CSAV
U+4938	CVNO
U+4939	CJFE
U+493A	CMRL
U+493B	CKMB
U+493C	CHAE
U+493D	CWLF
U+493E	CBHX
U+493F	CQHQ
U+4940	NLTGI
U+4941	CNIW
U+4942	CBMO
U+4943	COBG
U+4944	CMTA
U+4945	JGC
U+4946	YLYC
U+4947	CISM
U+4948	CTIT
U+4949	CJNI
U+494A	CQMC
U+494B	CYRF
U+494C	JAAC
U+494D	GIC
U+494E	CMVB
U+494F	CHOL
U+4950	NSC
U+4951	CJON
U+4952	NIC
U+4953	CTCG
U+4954	CMWD
U+4955	CFBK
U+4956	CTWK
U+4957	CGFO
U+4958	COOA
U+4959	CNLO
U+495A	HNBUC
U+495B	CQHF
U+495C	CAND
U+495D	CIPP
U+495E	CHSK
U+495F	CQAV
U+4960	CTIR
U+4961	CLLD
U+4962	GEC
U+4963	HEC
U+4964	CMBU
U+4965	CYHC
U+4966	CYKB
U+4967	CYHU
U+4968	CANR
U+4969	CHOK
U+496A	CAVF
U+496B	CJIG
U+496C	CTII
U+496D	IEC
U+496E	CMWL
U+496F	CWLP
U+4970	CYVI
U+4971	CJHF
U+4972	CSRO
U+4973	CMBE
U+4974	CUOS
U+4975	CAGU
U+4976	CMHM
U+4977	CHTN
U+4978	NBC
U+4979	CQHU
U+497A	OPMVH
U+497B	OPMKU
U+497C	OPPHH
U+497D	OPIVE
U+497E	OPBYM
U+497F	OPHMS
U+4980	OPSMM
U+4981	OPQJL
U+4982	OPISM
U+4983	OPTJA
U+4984	OPJIV
U+4985	OPTTR
U+4986	OPBUE
U+4987	SICVS
U+4988	SIKM
U+4989	SIWC
U+498A	SIYMF
U+498B	SIQSK
U+498C	ANG
U+498D	ANON
U+498E	ANMMU
U+498F	ANOLL
U+4990	ANQ
U+4991	ANDK
U+4992	ANMR
U+4993	ANYR
U+4994	ANAM
U+4995	ANTT
U+4996	ANGR
U+4997	ANHBT
U+4998	ANAV
U+4999	ANGDI
U+499A	ANHJR
U+499B	ANNSD
U+499C	ANMMR
U+499D	ANGLC
U+499E	ANEMG
U+499F	ANOOG
U+49A0	ANMSO
U+49A1	ANJRR
U+49A2	ANEGI
U+49A3	ANYTR
U+49A4	ANEEE
U+49A5	ANDD
U+49A6	ANC
U+49A7	ANHXU
U+49A8	ANDW
U+49A9	ANBUE
U+49AA	ANAPV
U+49AB	ANTLK
U+49AC	ANQHK
U+49AD	ANHDA
U+49AE	ANQKA
U+49AF	ANMGK
U+49B0	ANNWU
U+49B1	ANIKF
U+49B2	ANNCR
U+49B3	ANVHL
U+49B4	ANWLJ
U+49B5	ANMFB
U+49B6	LSNSD
U+49B7	LSOOG
U+49B8	LSWLB
U+49B9	NLJ
U+49BA	NLMN
U+49BB	NLND
U+49BC	NLDK
U+49BD	NLNIN
U+49BE	HRIHU
U+49BF	NLL
U+49C0	NLKI
U+49C1	NLPR
U+49C2	NLSHR
U+49C3	NLW
U+49C4	NLHER
U+49C5	NLKN
U+49C6	NLTC
U+49C7	NLYHV
U+49C8	NLMLW
U+49C9	NLWG
U+49CA	NLHQR
U+49CB	NLBUU
U+49CC	NLBV
U+49CD	NLCOR
U+49CE	NLRB
U+49CF	NLHEJ
U+49D0	NLYRD
U+49D1	NLJMO
U+49D2	NLDOO
U+49D3	NLBQR
U+49D4	NLOIP
U+49D5	NLIRM
U+49D6	NLII
U+49D7	NLOAE
U+49D8	NLVNO
U+49D9	NLUOP
U+49DA	NLYRB
U+49DB	NLYBS
U+49DC	NLILR
U+49DD	NLUMI
U+49DE	NLSQF
U+49DF	NLBHX
U+49E0	NLJII
U+49E1	NLILB
U+49E2	NLSRR
U+49E3	NLMWF
U+49E4	NLTCO
U+49E5	NLJIP
U+49E6	NLBHF
U+49E7	NLTGI
U+49E8	NLTCD
U+49E9	NLNJK
U+49EA	NLIKV
U+49EB	NLYRO
U+49EC	NLJMC
U+49ED	NLHWP
U+49EE	NLJQP
U+49EF	NLNRI
U+49F0	NLNFF
U+49F1	KNOG
U+49F2	MJOG
U+49F3	YMOG
U+49F4	JEOG
U+49F5	LUOG
U+49F6	OGYC
U+49F7	HYOG
U+49F8	JROG
U+49F9	IOOG
U+49FA	KROG
U+49FB	OROG
U+49FC	HROG
U+49FD	HDOG
U+49FE	OROG
U+49FF	TAOG
U+4A00	ODOG
U+4A01	NKOG
U+4A02	HFOG
U+4A03	AVOG
U+4A04	OWOG
U+4A05	KFOG
U+4A06	FKOG
U+4A07	OGEE
U+4A08	JCOG
U+4A09	BVOG
U+4A0A	OGOGL
U+4A0B	MBHP
U+4A0C	MBMMU
U+4A0D	MBTT
U+4A0E	MBNI
U+4A0F	MBIMO
U+4A10	MBOMR
U+4A11	MBKN
U+4A12	MBSMM
U+4A13	MBWR
U+4A14	MBFMU
U+4A15	MBEMD
U+4A16	MBKB
U+4A17	MBBND
U+4A18	MBBUU
U+4A19	MBEHG
U+4A1A	MBPHP
U+4A1B	MBDHL
U+4A1C	MBBB
U+4A1D	MBQMB
U+4A1E	MBHLB
U+4A1F	MBEGG
U+4A20	MBAPV
U+4A21	MBUNE
U+4A22	MBTMV
U+4A23	MBTLJ
U+4A24	MBYLW
U+4A25	MBOGE
U+4A26	MBYBS
U+4A27	MBYTI
U+4A28	MBYHR
U+4A29	MBIFL
U+4A2A	MBGWG
U+4A2B	MBJON
U+4A2C	MBEDD
U+4A2D	MIFB
U+4A2E	MBQJS
U+4A2F	MBNLW
U+4A30	MBETJ
U+4A31	MBHOE
U+4A32	MBNAI
U+4A33	MBBUU
U+4A34	MBTGI
U+4A35	MBEMJ
U+4A36	MBIBL
U+4A37	MBDBE
U+4A38	MBNLP
U+4A39	MBOLF
U+4A3A	MIMII
U+4A3B	MWMWW
U+4A3C	QBTOE
U+4A3D	LYSU
U+4A3E	ILMY
U+4A3F	MKLMY
U+4A40	LYBUC
U+4A41	LYHUU
U+4A42	MWOIN
U+4A43	MWPP
U+4A44	MWBHU
U+4A45	MWDHE
U+4A46	MWOS
U+4A47	MWYR
U+4A48	MWOWY
U+4A49	MWIJB
U+4A4A	MWJNU
U+4A4B	MWIDD
U+4A4C	MWOGF
U+4A4D	MWKCF
U+4A4E	MWOMO
U+4A4F	MWTWI
U+4A50	TJON
U+4A51	TJN
U+4A52	TJMD
U+4A53	TJPI
U+4A54	TJHNE
U+4A55	TJHVL
U+4A56	TJFH
U+4A57	TJB
U+4A58	TJMVI
U+4A59	TJYVI
U+4A5A	TJHVI
U+4A5B	TJPH
U+4A5C	TJLW
U+4A5D	TJHVO
U+4A5E	TJYR
U+4A5F	TJKN
U+4A60	TJNKG
U+4A61	TJKOO
U+4A62	TJQHL
U+4A63	TJOMD
U+4A64	TJBUU
U+4A65	TJNKV
U+4A66	OKTLJ
U+4A67	TJYMR
U+4A68	TJSMV
U+4A69	TJJNU
U+4A6A	TJJRR
U+4A6B	TJMLB
U+4A6C	TJQKQ
U+4A6D	TJKMR
U+4A6E	TJVNE
U+4A6F	TJNEM
U+4A70	TJRSJ
U+4A71	TJOMN
U+4A72	TJITE
U+4A73	TJJFE
U+4A74	TJJRB
U+4A75	TJBJJ
U+4A76	TJUMI
U+4A77	TJYBS
U+4A78	TJTSJ
U+4A79	TJMRB
U+4A7A	TJCIM
U+4A7B	TJSQF
U+4A7C	TJYHJ
U+4A7D	TJSRR
U+4A7E	TJITF
U+4A7F	TJJTC
U+4A80	TJJRP
U+4A81	TJTCO
U+4A82	TJDBB
U+4A83	TJYDK
U+4A84	TJTMC
U+4A85	TJWLI
U+4A86	TJTWT
U+4A87	TJTII
U+4A88	TJYLR
U+4A89	TJVVV
U+4A8A	TJYBP
U+4A8B	TJYLC
U+4A8C	TJNRI
U+4A8D	TJANW
U+4A8E	TJUOB
U+4A8F	DQOB
U+4A90	DQPH
U+4A91	DQJP
U+4A92	DQYG
U+4A93	DQYR
U+4A94	DQIJB
U+4A95	DQPFD
U+4A96	DQOAE
U+4A97	DQRSE
U+4A98	DQAMO
U+4A99	DQIBI
U+4A9A	DQASM
U+4A9B	DQHDW
U+4A9C	DQNCR
U+4A9D	DQTOE
U+4A9E	MKLSM
U+4A9F	YBELM
U+4AA0	LOLSM
U+4AA1	LOLSM
U+4AA2	LHIOM
U+4AA3	JHIOM
U+4AA4	LMHDW
U+4AA5	YCELM
U+4AA6	YAM
U+4AA7	YAPD
U+4AA8	YAPI
U+4AA9	YAOIN
U+4AAA	KRYTA
U+4AAB	YAMVM
U+4AAC	YAJBD
U+4AAD	YAYTA
U+4AAE	YAPUU
U+4AAF	FFBYA
U+4AB0	YAYTP
U+4AB1	SUMBC
U+4AB2	MUMBC
U+4AB3	SKMBC
U+4AB4	LUMBC
U+4AB5	MHMBC
U+4AB6	BMMBC
U+4AB7	PRMBC
U+4AB8	RPMBC
U+4AB9	MMMBC
U+4ABA	GIMBC
U+4ABB	ITMBC
U+4ABC	UUMBC
U+4ABD	RSMBC
U+4ABE	MCOHH
U+4ABF	HWMBC
U+4AC0	AIMBC
U+4AC1	HUMBC
U+4AC2	NNMBC
U+4AC3	MVMBC
U+4AC4	CUMBC
U+4AC5	JDMBC
U+4AC6	ISMBC
U+4AC7	HMMBC
U+4AC8	UNMBC
U+4AC9	BHMBC
U+4ACA	MRMBC
U+4ACB	HVMBC
U+4ACC	HJMBC
U+4ACD	LYMBC
U+4ACE	EEEEC
U+4ACF	TCMBC
U+4AD0	DDMC
U+4AD1	KRMBC
U+4AD2	HAMBC
U+4AD3	YRMBC
U+4AD4	QKMBC
U+4AD5	YBMBC
U+4AD6	TVMBC
U+4AD7	RSSEC
U+4AD8	AVMBC
U+4AD9	JDMBC
U+4ADA	BBMBC
U+4ADB	ONKC
U+4ADC	UIMBC
U+4ADD	HAMBC
U+4ADE	TFMBC
U+4ADF	RCMBC
U+4AE0	HRMBC
U+4AE1	TCMBC
U+4AE2	HUMBC
U+4AE3	BKMBC
U+4AE4	BCMBC
U+4AE5	HIMBC
U+4AE6	GTMBC
U+4AE7	HJMBC
U+4AE8	QSOKC
U+4AE9	IHMBC
U+4AEA	KKMBC
U+4AEB	LVMBC
U+4AEC	MAMBC
U+4AED	LCMBC
U+4AEE	SIMBC
U+4AEF	YSKRC
U+4AF0	MCFDQ
U+4AF1	MBMBC
U+4AF2	IPMBC
U+4AF3	WIMBC
U+4AF4	DFMBC
U+4AF5	HSMBC
U+4AF6	DKMBC
U+4AF7	MRMBC
U+4AF8	HNSH
U+4AF9	HNM
U+4AFA	KIHNI
U+4AFB	HNA
U+4AFC	HNDK
U+4AFD	HNHQU
U+4AFE	HNPH
U+4AFF	HNSHR
U+4B00	HNVIS
U+4B01	HNJP
U+4B02	HNIV
U+4B03	HNYT
U+4B04	HNIHI
U+4B05	HNKSS
U+4B06	HNHDN
U+4B07	CUHNI
U+4B08	HNCRU
U+4B09	HNGLC
U+4B0A	HNKOO
U+4B0B	HNGCE
U+4B0C	YUHNI
U+4B0D	HNPHP
U+4B0E	HNIRM
U+4B0F	HNYTR
U+4B10	HNHDV
U+4B11	HNWB
U+4B12	HNJFE
U+4B13	HNYTA
U+4B14	HNOMN
U+4B15	HNHNI
U+4B16	HNHAG
U+4B17	AHHNI
U+4B18	HNYRB
U+4B19	HNBOU
U+4B1A	HNSQF
U+4B1B	HNWTJ
U+4B1C	HNYUB
U+4B1D	HNTMC
U+4B1E	HNGNI
U+4B1F	HNHCN
U+4B20	MBNOO
U+4B21	JANOO
U+4B22	OISH
U+4B23	OION
U+4B24	SOIV
U+4B25	IPOIV
U+4B26	OIHNE
U+4B27	OIMMU
U+4B28	OIPKN
U+4B29	MFOIV
U+4B2A	OIMF
U+4B2B	OIHPI
U+4B2C	OILBK
U+4B2D	RHOIV
U+4B2E	OIVIO
U+4B2F	OIYR
U+4B30	OISHR
U+4B31	OIDM
U+4B32	OIPR
U+4B33	OIFQ
U+4B34	OIDJ
U+4B35	OIYVO
U+4B36	OIAV
U+4B37	OININ
U+4B38	MEOIV
U+4B39	OIMIG
U+4B3A	OITQ
U+4B3B	OIIQ
U+4B3C	OIRB
U+4B3D	OICRU
U+4B3E	OICNH
U+4B3F	OISHU
U+4B40	OIYNJ
U+4B41	QLOIV
U+4B42	OIRAU
U+4B43	OIOIP
U+4B44	OIJLN
U+4B45	OIWJR
U+4B46	SYOIV
U+4B47	OIPGR
U+4B48	OINKQ
U+4B49	OIKMB
U+4B4A	OITLK
U+4B4B	OIORD
U+4B4C	JBOIV
U+4B4D	OIQMT
U+4B4E	OIPTD
U+4B4F	OIHSB
U+4B50	OITGP
U+4B51	OITXC
U+4B52	OIHUP
U+4B53	OIUMT
U+4B54	OIYHR
U+4B55	JLOIV
U+4B56	OIITF
U+4B57	OIYTU
U+4B58	OIAYF
U+4B59	OIMUA
U+4B5A	OIYTG
U+4B5B	OINJK
U+4B5C	OIKCF
U+4B5D	OIOMA
U+4B5E	OIWLJ
U+4B5F	OITPD
U+4B60	OIITC
U+4B61	OIBMP
U+4B62	OIJPN
U+4B63	OIYX
U+4B64	OIYLR
U+4B65	OITOV
U+4B66	OITEI
U+4B67	OIIDF
U+4B68	OIUOB
U+4B69	OIIDY
U+4B6A	NVAMG
U+4B6B	PATHU
U+4B6C	PAVVU
U+4B6D	TUMBC
U+4B6E	SHTHU
U+4B6F	HAUU
U+4B70	HAQKQ
U+4B71	HAFBF
U+4B72	HAKMR
U+4B73	HIHDA
U+4B74	SFJ
U+4B75	SFHNI
U+4B76	SFML
U+4B77	SFHQU
U+4B78	SFCK
U+4B79	SFHVL
U+4B7A	SFYHN
U+4B7B	SFCSH
U+4B7C	SFMML
U+4B7D	SFHQ
U+4B7E	SFIK
U+4B7F	SFHQO
U+4B80	SFPRU
U+4B81	SFIT
U+4B82	SFIKK
U+4B83	SFGI
U+4B84	SFYVI
U+4B85	SFIV
U+4B86	SFMFJ
U+4B87	SFLQ
U+4B88	SFNIN
U+4B89	SFOHV
U+4B8A	SFKN
U+4B8B	SFMNN
U+4B8C	SFOD
U+4B8D	SFYHV
U+4B8E	SFKKB
U+4B8F	SFMMR
U+4B90	SFBCR
U+4B91	SFBDI
U+4B92	SFIJB
U+4B93	SFYAJ
U+4B94	SFHJM
U+4B95	SFEEE
U+4B96	SFAA
U+4B97	SFUMJ
U+4B98	SFHXU
U+4B99	SFIRM
U+4B9A	SFGCE
U+4B9B	SFNLI
U+4B9C	SFPTD
U+4B9D	SFBJJ
U+4B9E	SFQKA
U+4B9F	SFJFE
U+4BA0	SFMRW
U+4BA1	SFOAE
U+4BA2	SFHJX
U+4BA3	SFEED
U+4BA4	SFOBG
U+4BA5	SFMRB
U+4BA6	SFYRB
U+4BA7	JJOSF
U+4BA8	SFJYJ
U+4BA9	SFBBB
U+4BAA	SFNQD
U+4BAB	SFLLV
U+4BAC	SFTAK
U+4BAD	SFBBU
U+4BAE	SFJON
U+4BAF	SFQSK
U+4BB0	SFYCB
U+4BB1	SFYMO
U+4BB2	SFTMC
U+4BB3	SFHDW
U+4BB4	SFNOT
U+4BB5	SFYTG
U+4BB6	SFOGD
U+4BB7	SFWLI
U+4BB8	HBSQF
U+4BB9	SFYMH
U+4BBA	SFYX
U+4BBB	SFGNI
U+4BBC	SFFFQ
U+4BBD	SFIPF
U+4BBE	SFYBP
U+4BBF	SFJTO
U+4BC0	SFSJJ
U+4BC1	SFYNQ
U+4BC2	SFSFD
U+4BC3	NMJV
U+4BC4	NMROB
U+4BC5	NMSJE
U+4BC6	BBU
U+4BC7	BBKS
U+4BC8	BBMMU
U+4BC9	BBNO
U+4BCA	BBMNR
U+4BCB	BBIKK
U+4BCC	BBSKN
U+4BCD	BBOII
U+4BCE	BBOMJ
U+4BCF	BBHJR
U+4BD0	BBOBO
U+4BD1	BBFMU
U+4BD2	BBHON
U+4BD3	BBGG
U+4BD4	BBJHP
U+4BD5	BBNKG
U+4BD6	BBIAV
U+4BD7	BBPPG
U+4BD8	BBJMU
U+4BD9	BBIJB
U+4BDA	BBVIB
U+4BDB	BBJNU
U+4BDC	BBAPH
U+4BDD	BBKMB
U+4BDE	BBBBR
U+4BDF	BBTPO
U+4BE0	BBWOT
U+4BE1	BBTXC
U+4BE2	IDBBB
U+4BE3	BBLMC
U+4BE4	BBOMA
U+4BE5	BBAVF
U+4BE6	BBTWI
U+4BE7	YRBB
U+4BE8	YBK
U+4BE9	YBAU
U+4BEA	YBMBC
U+4BEB	AFYRB
U+4BEC	YJRRJ
U+4BED	SHE
U+4BEE	SHNHS
U+4BEF	SHFH
U+4BF0	SHOLL
U+4BF1	SHMF
U+4BF2	SHAU
U+4BF3	SHCI
U+4BF4	SHHNE
U+4BF5	SHJT
U+4BF6	SHBM
U+4BF7	SHIJ
U+4BF8	SHIMO
U+4BF9	SHSME
U+4BFA	SHHPR
U+4BFB	SHHGR
U+4BFC	SHKHF
U+4BFD	SHYTR
U+4BFE	SHBQR
U+4BFF	SHYOJ
U+4C00	SHHDV
U+4C01	SHVNE
U+4C02	SHBD
U+4C03	SHTTC
U+4C04	SHWP
U+4C05	SHMBC
U+4C06	SHNHD
U+4C07	SHJKA
U+4C08	SHTQM
U+4C09	SHHYE
U+4C0A	SHIBI
U+4C0B	SHAJV
U+4C0C	SHHOO
U+4C0D	SHDOE
U+4C0E	SHLMC
U+4C0F	SHJIG
U+4C10	SHSIT
U+4C11	SHMBB
U+4C12	SHTBO
U+4C13	SHHUS
U+4C14	SHHET
U+4C15	SHYPT
U+4C16	SHHUC
U+4C17	LNNRU
U+4C18	LNSMH
U+4C19	MBJE
U+4C1A	MBYK
U+4C1B	MBMVN
U+4C1C	NMBN
U+4C1D	MBCWA
U+4C1E	NNMRB
U+4C1F	MMII
U+4C20	HILWL
U+4C21	HIHQO
U+4C22	HIHON
U+4C23	HIBKK
U+4C24	DWHUI
U+4C25	IMHUI
U+4C26	HIHWJ
U+4C27	HIYPU
U+4C28	HIAHU
U+4C29	JAHUI
U+4C2A	FBHUI
U+4C2B	HIGGU
U+4C2C	HINHB
U+4C2D	MBHUI
U+4C2E	HITGI
U+4C2F	HIPKO
U+4C30	MBHUI
U+4C31	MOHUI
U+4C32	NFU
U+4C33	NFMN
U+4C34	NFON
U+4C35	NFND
U+4C36	NFYV
U+4C37	NFQJ
U+4C38	NFCI
U+4C39	NFI
U+4C3A	NFHML
U+4C3B	NFOK
U+4C3C	NFOIN
U+4C3D	NFJB
U+4C3E	NFAU
U+4C3F	NFOPD
U+4C40	NFLBK
U+4C41	NFDM
U+4C42	NFVIS
U+4C43	NFHQO
U+4C44	NFHVO
U+4C45	NFDJ
U+4C46	NFNSD
U+4C47	NFAM
U+4C48	NFMMF
U+4C49	NFBM
U+4C4A	NFFD
U+4C4B	NFTC
U+4C4C	NFSLL
U+4C4D	NFMBM
U+4C4E	NFMAM
U+4C4F	NFMRT
U+4C50	NFBND
U+4C51	NFQHL
U+4C52	NFRAU
U+4C53	NFNKG
U+4C54	NFOLK
U+4C55	NFOWY
U+4C56	NFMLS
U+4C57	YENWF
U+4C58	HNNWF
U+4C59	NFYFE
U+4C5A	NFVNE
U+4C5B	NFIRM
U+4C5C	NFTA
U+4C5D	NFHWJ
U+4C5E	NFKMF
U+4C5F	NFSJR
U+4C60	NFII
U+4C61	NFPFD
U+4C62	NFNSD
U+4C63	NFYOJ
U+4C64	NFNHX
U+4C65	HNNWF
U+4C66	NFOG
U+4C67	NFFQU
U+4C68	NFDBN
U+4C69	NFBTV
U+4C6A	NFQMV
U+4C6B	DNNWF
U+4C6C	NFNOB
U+4C6D	NFPMM
U+4C6E	NFQHK
U+4C6F	NKNWF
U+4C70	NFHJG
U+4C71	NFYBB
U+4C72	NFVNO
U+4C73	NFMWG
U+4C74	NFPMM
U+4C75	NFCIM
U+4C76	NFIVL
U+4C77	YFOK
U+4C78	NFHXE
U+4C79	NFTQM
U+4C7A	NFUMT
U+4C7B	NFBBB
U+4C7C	NFSTV
U+4C7D	NFOIR
U+4C7E	NFLLV
U+4C7F	NFJJL
U+4C80	GINWF
U+4C81	NFSFI
U+4C82	NFYSO
U+4C83	NFVVD
U+4C84	NFOYK
U+4C85	NFQOU
U+4C86	NFNWF
U+4C87	NFYDL
U+4C88	NFIDD
U+4C89	NFTCL
U+4C8A	NFNLB
U+4C8B	NFQOA
U+4C8C	NFGFO
U+4C8D	HYFQF
U+4C8E	NFNJK
U+4C8F	NFFFS
U+4C90	NFYPS
U+4C91	NFTGI
U+4C92	NFNBQ
U+4C93	NFOMO
U+4C94	NFMWM
U+4C95	NFTCA
U+4C96	NFGNI
U+4C97	NFHON
U+4C98	NFHJR
U+4C99	NFHAL
U+4C9A	NFDLC
U+4C9B	NFTWU
U+4C9C	NFNFF
U+4C9D	NMOSU
U+4C9E	NMYT
U+4C9F	NMHPL
U+4CA0	NMQKA
U+4CA1	NMTCW
U+4CA2	BFQM
U+4CA3	YMOK
U+4CA4	NFEMW
U+4CA5	KNHAF
U+4CA6	HFK
U+4CA7	GHAF
U+4CA8	MHAF
U+4CA9	SHAF
U+4CAA	KHAF
U+4CAB	MUHAF
U+4CAC	HFHVP
U+4CAD	HPHAF
U+4CAE	MUHAF
U+4CAF	NEHAF
U+4CB0	MIHAF
U+4CB1	HFYHS
U+4CB2	CIHAF
U+4CB3	YNHAF
U+4CB4	FHAF
U+4CB5	FHHAF
U+4CB6	MUHAF
U+4CB7	HFD
U+4CB8	OLHAF
U+4CB9	MMHAF
U+4CBA	TMHAF
U+4CBB	YIHAF
U+4CBC	HMHAF
U+4CBD	MRHAF
U+4CBE	MSHAF
U+4CBF	SPHAF
U+4CC0	HFHQO
U+4CC1	HFIKK
U+4CC2	SRHAF
U+4CC3	HFNIU
U+4CC4	YMPHF
U+4CC5	HFRC
U+4CC6	HAHAF
U+4CC7	WYHAF
U+4CC8	HFPRU
U+4CC9	HYHAF
U+4CCA	IKHAF
U+4CCB	LIHAF
U+4CCC	IBHAF
U+4CCD	TCHAF
U+4CCE	HXHAF
U+4CCF	GGHAF
U+4CD0	IOHAF
U+4CD1	KBHAF
U+4CD2	JIHAF
U+4CD3	JPHAF
U+4CD4	HXHAF
U+4CD5	BDHAF
U+4CD6	HFSJU
U+4CD7	HFHQI
U+4CD8	HFHQI
U+4CD9	LSHAF
U+4CDA	AJHAF
U+4CDB	AVHAF
U+4CDC	ODHAF
U+4CDD	YRHAF
U+4CDE	QQHAF
U+4CDF	ABHF
U+4CE0	HMHAF
U+4CE1	OGHAF
U+4CE2	TCHAF
U+4CE3	JSHAF
U+4CE4	FBHAF
U+4CE5	UIHAF
U+4CE6	JMHAF
U+4CE7	HFONK
U+4CE8	HGHAF
U+4CE9	MVHAF
U+4CEA	UBHAF
U+4CEB	NKHAF
U+4CEC	TJHAF
U+4CED	AISLF
U+4CEE	BEHAF
U+4CEF	HGHAF
U+4CF0	ORDF
U+4CF1	NSHAF
U+4CF2	QVHAF
U+4CF3	UFHAF
U+4CF4	WFHAF
U+4CF5	DOKSF
U+4CF6	HFBVK
U+4CF7	HOHAF
U+4CF8	IDHAF
U+4CF9	HFJME
U+4CFA	OWHAF
U+4CFB	JLHAF
U+4CFC	HFSRR
U+4CFD	UGHAF
U+4CFE	NTHAF
U+4CFF	BFHAF
U+4D00	YGHAF
U+4D01	JBHAF
U+4D02	NOHAF
U+4D03	GUHAF
U+4D04	BQHAF
U+4D05	JCHAF
U+4D06	TOHAF
U+4D07	MIHAF
U+4D08	HKHAF
U+4D09	WVHAF
U+4D0A	TIHAF
U+4D0B	HFWLV
U+4D0C	HFTBO
U+4D0D	BCBCF
U+4D0E	WWWF
U+4D0F	TFHAF
U+4D10	JCHAF
U+4D11	WMHAF
U+4D12	MOHAF
U+4D13	MBPYM
U+4D14	YKPYM
U+4D15	MNPYM
U+4D16	QBPYM
U+4D17	BKPYM
U+4D18	HNPYM
U+4D19	SRYJM
U+4D1A	YWYHN
U+4D1B	YWFB
U+4D1C	YWHUI
U+4D1D	YWASE
U+4D1E	YWSMG
U+4D1F	IPHNI
U+4D20	IPHK
U+4D21	MTCP
U+4D22	IPD
U+4D23	IPHFD
U+4D24	IPHQM
U+4D25	IPKSR
U+4D26	IPYMR
U+4D27	IPHDV
U+4D28	IPMHF
U+4D29	IPMWF
U+4D2A	IPINE
U+4D2B	IPMBI
U+4D2C	JEIP
U+4D2D	JEDH
U+4D2E	JEU
U+4D2F	JEPHH
U+4D30	JEI
U+4D31	JEJP
U+4D32	JEDJ
U+4D33	JEJC
U+4D34	JNYR
U+4D35	JETT
U+4D36	JEHEJ
U+4D37	JEJMU
U+4D38	JEBND
U+4D39	JEWD
U+4D3A	JEYTR
U+4D3B	HHJON
U+4D3C	JEII
U+4D3D	JEHWJ
U+4D3E	JETQM
U+4D3F	JEBMO
U+4D40	JEFBC
U+4D41	JEVMI
U+4D42	JEYCB
U+4D43	JETMC
U+4D44	JETWT
U+4D45	QKJON
U+4D46	JETBO
U+4D47	IDOK
U+4D48	HEIDD
U+4D49	IDOMN
U+4D4A	BYTMC
U+4D4B	TCKB
U+4D4C	TCKOO
U+4D4D	TCYRD
U+4D4E	TCUMB
U+4D4F	TCSMH
U+4D50	TCRRJ
U+4D51	HESHI
U+4D52	HEA
U+4D53	HEHQ
U+4D54	HEDW
U+4D55	HESJR
U+4D56	SEHDE
U+4D57	HEMRW
U+4D58	HEAMH
U+4D59	HEKNN
U+4D5A	HEBHX
U+4D5B	HESEG
U+4D5C	HETWV
U+4D5D	WFU
U+4D5E	WFLN
U+4D5F	WFMJ
U+4D60	WFPI
U+4D61	MKWGF
U+4D62	WFJD
U+4D63	WFAM
U+4D64	MTWGF
U+4D65	WFNAU
U+4D66	WFEMD
U+4D67	JIWGF
U+4D68	WFIKH
U+4D69	HNWGF
U+4D6A	WFAPP
U+4D6B	JNUF
U+4D6C	WFEA
U+4D6D	WFJKA
U+4D6E	WFAMH
U+4D6F	WFHJG
U+4D70	WFOAH
U+4D71	WFGRR
U+4D72	WFRRD
U+4D73	WFOMA
U+4D74	WFRXU
U+4D75	HBUF
U+4D76	PRRXU
U+4D77	GGRXU
U+4D78	HFRXU
U+4D79	ODRXU
U+4D7A	GBUL
U+4D7B	BLQJS
U+4D7C	VIBUL
U+4D7D	GEGI
U+4D7E	OIGTE
U+4D7F	GEYR
U+4D80	GEOMR
U+4D81	GEEA
U+4D82	HVPI
U+4D83	HVOIN
U+4D84	HVMFJ
